id_tinka,date,lucky_numbers,check,b_one,b_two,b_three,b_four,b_five,b_six,yapa,sio_si
0022,2013-10-27,04 - 08 - 15 - 24 - 29 - 31,"04, 08, 15, 24, 29, 31",4,8,15,24,29,31,2,
0021,2013-10-23,26 - 28 - 33 - 39 - 43 - 44,"26, 28, 33, 39, 43, 44",26,28,33,39,43,44,3,
0020,2013-10-20,14 - 15 - 18 - 31 - 41 - 43,"14, 15, 18, 31, 41, 43",14,15,18,31,41,43,27,
0019,2013-10-16,01 - 16 - 32 - 34 - 40 - 45,"01, 16, 32, 34, 40, 45",1,16,32,34,40,45,44,
0018,2013-10-13,01 - 20 - 21 - 22 - 32 - 35,"01, 20, 21, 22, 32, 35",1,20,21,22,32,35,29,
0017,2013-10-09,12 - 23 - 24 - 28 - 37 - 42,"12, 23, 24, 28, 37, 42",12,23,24,28,37,42,4,
1299,2012-01-04,01 - 02 - 06 - 22 - 27 - 38,"01, 02, 06, 22, 27, 38",1,2,6,22,27,38,29,
1298,2012-01-01,02 - 06 - 13 - 15 - 39 - 40,"02, 06, 13, 15, 39, 40",2,6,13,15,39,40,23,
1297,2011-12-28,13 - 21 - 26 - 35 - 37 - 45,"13, 21, 26, 35, 37, 45",13,21,26,35,37,45,28,
1296,2011-12-25,03 - 13 - 17 - 20 - 22 - 37,"03, 13, 17, 20, 22, 37",3,13,17,20,22,37,10,
1295,2011-12-21,02 - 05 - 10 - 15 - 36 - 43,"02, 05, 10, 15, 36, 43",2,5,10,15,36,43,38,
1294,2011-12-18,06 - 10 - 33 - 34 - 35 - 37,"06, 10, 33, 34, 35, 37",6,10,33,34,35,37,15,21 - 32
1293,2011-12-14,07 - 19 - 29 - 33 - 36 - 41,"07, 19, 29, 33, 36, 41",7,19,29,33,36,41,26,
1292,2011-12-11,03 - 16 - 18 - 25 - 32 - 45,"03, 16, 18, 25, 32, 45",3,16,18,25,32,45,11,
1291,2011-12-07,01 - 02 - 10 - 11 - 18 - 26,"01, 02, 10, 11, 18, 26",1,2,10,11,18,26,25,
1290,2011-12-04,05 - 10 - 19 - 24 - 26 - 27,"05, 10, 19, 24, 26, 27",5,10,19,24,26,27,30,
1289,2011-11-30,04 - 11 - 13 - 15 - 16 - 38,"04, 11, 13, 15, 16, 38",4,11,13,15,16,38,21,
1288,2011-11-27,01 - 11 - 31 - 32 - 35 - 44,"01, 11, 31, 32, 35, 44",1,11,31,32,35,44,39,
1287,2011-11-23,04 - 07 - 12 - 30 - 39 - 44,"04, 07, 12, 30, 39, 44",4,7,12,30,39,44,24,
1286,2011-11-20,07 - 19 - 21 - 22 - 28 - 35,"07, 19, 21, 22, 28, 35",7,19,21,22,28,35,11,
1285,2011-11-16,12 - 15 - 17 - 29 - 31 - 38,"12, 15, 17, 29, 31, 38",12,15,17,29,31,38,14,
1284,2011-11-13,10 - 11 - 13 - 18 - 35 - 39,"10, 11, 13, 18, 35, 39",10,11,13,18,35,39,29,
1283,2011-11-09,08 - 15 - 18 - 33 - 39 - 43,"08, 15, 18, 33, 39, 43",8,15,18,33,39,43,41,
1282,2011-11-06,01 - 04 - 05 - 15 - 32 - 42,"01, 04, 05, 15, 32, 42",1,4,5,15,32,42,36,14 - 22 - 25 - 31
1281,2011-11-02,01 - 03 - 14 - 17 - 26 - 28,"01, 03, 14, 17, 26, 28",1,3,14,17,26,28,8,25 - 36 - 38 - 40
1280,2011-10-30,08 - 11 - 20 - 40 - 41 - 43,"08, 11, 20, 40, 41, 43",8,11,20,40,41,43,44,17 - 23 - 32 - 39
1279,2011-10-26,05 - 12 - 17 - 22 - 27 - 41,"05, 12, 17, 22, 27, 41",5,12,17,22,27,41,43,14 - 18 - 33 - 45
1278,2011-10-23,11 - 23 - 33 - 36 - 38 - 44,"11, 23, 33, 36, 38, 44",11,23,33,36,38,44,25,07 - 27 - 29 - 43
1277,2011-10-19,07 - 12 - 17 - 29 - 36 - 39,"07, 12, 17, 29, 36, 39",7,12,17,29,36,39,22,11 - 23 - 25 - 37
1276,2011-10-16,07 - 09 - 12 - 26 - 41 - 42,"07, 09, 12, 26, 41, 42",7,9,12,26,41,42,21,04 - 06 - 18 - 20
1275,2011-10-12,03 - 14 - 21 - 23 - 25 - 45,"03, 14, 21, 23, 25, 45",3,14,21,23,25,45,9,07 - 19 - 40 - 44
1274,2011-10-09,02 - 03 - 13 - 21 - 25 - 35,"02, 03, 13, 21, 25, 35",2,3,13,21,25,35,18,04 - 10 - 31 - 37
1273,2011-10-05,08 - 10 - 11 - 23 - 37 - 40,"08, 10, 11, 23, 37, 40",8,10,11,23,37,40,44,
1272,2011-10-02,14 - 16 - 19 - 25 - 26 - 45,"14, 16, 19, 25, 26, 45",14,16,19,25,26,45,32,
1271,2011-09-28,06 - 14 - 17 - 25 - 37 - 41,"06, 14, 17, 25, 37, 41",6,14,17,25,37,41,28,
1270,2011-09-25,24 - 30 - 32 - 36 - 39 - 40,"24, 30, 32, 36, 39, 40",24,30,32,36,39,40,15,
1269,2011-09-21,02 - 06 - 10 - 12 - 24 - 36,"02, 06, 10, 12, 24, 36",2,6,10,12,24,36,34,
1268,2011-09-18,02 - 15 - 18 - 28 - 34 - 36,"02, 15, 18, 28, 34, 36",2,15,18,28,34,36,40,
1267,2011-09-14,01 - 08 - 19 - 20 - 22 - 31,"01, 08, 19, 20, 22, 31",1,8,19,20,22,31,10,
1266,2011-09-11,01 - 02 - 05 - 21 - 25 - 37,"01, 02, 05, 21, 25, 37",1,2,5,21,25,37,18,
1265,2011-09-07,04 - 12 - 25 - 33 - 38 - 45,"04, 12, 25, 33, 38, 45",4,12,25,33,38,45,2,
1264,2011-09-04,03 - 09 - 13 - 21 - 38 - 42,"03, 09, 13, 21, 38, 42",3,9,13,21,38,42,18,
1263,2011-08-31,02 - 11 - 19 - 36 - 42 - 45,"02, 11, 19, 36, 42, 45",2,11,19,36,42,45,29,
1262,2011-08-28,02 - 19 - 20 - 28 - 31 - 35,"02, 19, 20, 28, 31, 35",2,19,20,28,31,35,24,
1261,2011-08-24,13 - 20 - 28 - 37 - 43 - 44,"13, 20, 28, 37, 43, 44",13,20,28,37,43,44,39,
1260,2011-08-21,04 - 21 - 28 - 30 - 33 - 39,"04, 21, 28, 30, 33, 39",4,21,28,30,33,39,37,
1259,2011-08-17,01 - 19 - 25 - 30 - 31 - 45,"01, 19, 25, 30, 31, 45",1,19,25,30,31,45,36,
1258,2011-08-14,03 - 04 - 05 - 06 - 22 - 34,"03, 04, 05, 06, 22, 34",3,4,5,6,22,34,8,
1257,2011-08-10,02 - 03 - 07 - 25 - 35 - 36,"02, 03, 07, 25, 35, 36",2,3,7,25,35,36,15,
1256,2011-08-07,07 - 19 - 24 - 28 - 29 - 34,"07, 19, 24, 28, 29, 34",7,19,24,28,29,34,14,
1255,2011-08-03,05 - 11 - 12 - 13 - 20 - 24,"05, 11, 12, 13, 20, 24",5,11,12,13,20,24,23,
1254,2011-07-31,01 - 07 - 12 - 18 - 20 - 43,"01, 07, 12, 18, 20, 43",1,7,12,18,20,43,6,
1253,2011-07-27,05 - 12 - 15 - 16 - 36 - 37,"05, 12, 15, 16, 36, 37",5,12,15,16,36,37,43,02 - 13 - 22
1252,2011-07-24,05 - 23 - 25 - 34 - 42 - 45,"05, 23, 25, 34, 42, 45",5,23,25,34,42,45,33,01 - 28
1251,2011-07-20,04 - 08 - 12 - 13 - 18 - 39,"04, 08, 12, 13, 18, 39",4,8,12,13,18,39,36,
1250,2011-07-17,08 - 10 - 15 - 16 - 21 - 25,"08, 10, 15, 16, 21, 25",8,10,15,16,21,25,14,
1249,2011-07-13,11 - 12 - 28 - 32 - 37 - 44,"11, 12, 28, 32, 37, 44",11,12,28,32,37,44,21,
1248,2011-07-10,05 - 09 - 16 - 18 - 35 - 38,"05, 09, 16, 18, 35, 38",5,9,16,18,35,38,29,
1247,2011-07-06,18 - 28 - 33 - 36 - 37 - 38,"18, 28, 33, 36, 37, 38",18,28,33,36,37,38,41,
1246,2011-07-03,04 - 11 - 13 - 23 - 25 - 32,"04, 11, 13, 23, 25, 32",4,11,13,23,25,32,40,
1245,2011-06-29,03 - 10 - 17 - 22 - 25 - 33,"03, 10, 17, 22, 25, 33",3,10,17,22,25,33,13,
1244,2011-06-26,03 - 05 - 10 - 16 - 27 - 28,"03, 05, 10, 16, 27, 28",3,5,10,16,27,28,30,
1243,2011-06-22,05 - 10 - 22 - 23 - 26 - 39,"05, 10, 22, 23, 26, 39",5,10,22,23,26,39,8,
1242,2011-06-19,19 - 22 - 30 - 41 - 42 - 45,"19, 22, 30, 41, 42, 45",19,22,30,41,42,45,18,
1241,2011-06-15,01 - 16 - 24 - 28 - 41 - 45,"01, 16, 24, 28, 41, 45",1,16,24,28,41,45,30,
1240,2011-06-12,03 - 04 - 05 - 13 - 27 - 37,"03, 04, 05, 13, 27, 37",3,4,5,13,27,37,29,21 - 41
1239,2011-06-08,08 - 09 - 19 - 22 - 38 - 43,"08, 09, 19, 22, 38, 43",8,9,19,22,38,43,27,05 - 14 - 20
1238,2011-06-05,05 - 15 - 24 - 27 - 37 - 42,"05, 15, 24, 27, 37, 42",5,15,24,27,37,42,26,
1237,2011-06-01,02 - 21 - 22 - 34 - 39 - 40,"02, 21, 22, 34, 39, 40",2,21,22,34,39,40,31,
1236,2011-05-29,12 - 13 - 17 - 25 - 36 - 42,"12, 13, 17, 25, 36, 42",12,13,17,25,36,42,39,
1235,2011-05-25,02 - 05 - 10 - 23 - 27 - 40,"02, 05, 10, 23, 27, 40",2,5,10,23,27,40,7,
1234,2011-05-22,11 - 19 - 22 - 28 - 29 - 33,"11, 19, 22, 28, 29, 33",11,19,22,28,29,33,23,
1233,2011-05-18,05 - 07 - 09 - 23 - 39 - 40,"05, 07, 09, 23, 39, 40",5,7,9,23,39,40,34,
1232,2011-05-15,07 - 24 - 28 - 32 - 41 - 42,"07, 24, 28, 32, 41, 42",7,24,28,32,41,42,3,
1231,2011-05-11,06 - 20 - 23 - 25 - 37 - 43,"06, 20, 23, 25, 37, 43",6,20,23,25,37,43,24,
1230,2011-05-08,13 - 18 - 33 - 34 - 44 - 45,"13, 18, 33, 34, 44, 45",13,18,33,34,44,45,39,02 - 26
1229,2011-05-04,10 - 12 - 19 - 22 - 39 - 42,"10, 12, 19, 22, 39, 42",10,12,19,22,39,42,30,
1228,2011-05-01,02 - 12 - 14 - 15 - 20 - 21,"02, 12, 14, 15, 20, 21",2,12,14,15,20,21,34,
1227,2011-04-27,14 - 22 - 27 - 33 - 34 - 45,"14, 22, 27, 33, 34, 45",14,22,27,33,34,45,40,
1226,2011-04-24,06 - 07 - 21 - 26 - 35 - 42,"06, 07, 21, 26, 35, 42",6,7,21,26,35,42,19,
1225,2011-04-20,10 - 13 - 21 - 22 - 34 - 45,"10, 13, 21, 22, 34, 45",10,13,21,22,34,45,20,
1224,2011-04-17,06 - 18 - 19 - 33 - 35 - 40,"06, 18, 19, 33, 35, 40",6,18,19,33,35,40,21,
1223,2011-04-13,03 - 05 - 22 - 27 - 34 - 40,"03, 05, 22, 27, 34, 40",3,5,22,27,34,40,42,
1222,2011-04-10,03 - 09 - 14 - 38 - 40 - 41,"03, 09, 14, 38, 40, 41",3,9,14,38,40,41,5,
1221,2011-04-06,10 - 15 - 31 - 32 - 36 - 43,"10, 15, 31, 32, 36, 43",10,15,31,32,36,43,5,
1220,2011-04-03,14 - 29 - 30 - 32 - 40 - 41,"14, 29, 30, 32, 40, 41",14,29,30,32,40,41,16,
1219,2011-03-30,03 - 13 - 25 - 33 - 40 - 45,"03, 13, 25, 33, 40, 45",3,13,25,33,40,45,34,
1218,2011-03-27,10 - 19 - 22 - 23 - 32 - 43,"10, 19, 22, 23, 32, 43",10,19,22,23,32,43,30,
1217,2011-03-23,05 - 08 - 25 - 36 - 37 - 41,"05, 08, 25, 36, 37, 41",5,8,25,36,37,41,10,
1216,2011-03-20,03 - 10 - 11 - 20 - 27 - 32,"03, 10, 11, 20, 27, 32",3,10,11,20,27,32,7,
1215,2011-03-16,16 - 17 - 19 - 25 - 26 - 34,"16, 17, 19, 25, 26, 34",16,17,19,25,26,34,39,
1214,2011-03-13,18 - 33 - 36 - 38 - 39 - 42,"18, 33, 36, 38, 39, 42",18,33,36,38,39,42,31,
1213,2011-03-09,04 - 05 - 06 - 11 - 12 - 30,"04, 05, 06, 11, 12, 30",4,5,6,11,12,30,3,
1212,2011-03-06,16 - 20 - 25 - 27 - 28 - 31,"16, 20, 25, 27, 28, 31",16,20,25,27,28,31,7,
1211,2011-03-02,15 - 18 - 20 - 29 - 32 - 41,"15, 18, 20, 29, 32, 41",15,18,20,29,32,41,10,
1210,2011-02-27,19 - 21 - 26 - 31 - 33 - 41,"19, 21, 26, 31, 33, 41",19,21,26,31,33,41,44,
1209,2011-02-23,04 - 18 - 23 - 25 - 40 - 41,"04, 18, 23, 25, 40, 41",4,18,23,25,40,41,10,
1208,2011-02-20,01 - 03 - 06 - 24 - 25 - 39,"01, 03, 06, 24, 25, 39",1,3,6,24,25,39,8,
1207,2011-02-16,04 - 16 - 20 - 22 - 32 - 45,"04, 16, 20, 22, 32, 45",4,16,20,22,32,45,18,
1206,2011-02-13,02 - 05 - 28 - 33 - 38 - 43,"02, 05, 28, 33, 38, 43",2,5,28,33,38,43,21,34 - 36 - 41
1205,2011-02-09,03 - 14 - 15 - 20 - 37 - 45,"03, 14, 15, 20, 37, 45",3,14,15,20,37,45,7,
1204,2011-02-06,06 - 11 - 12 - 14 - 27 - 28,"06, 11, 12, 14, 27, 28",6,11,12,14,27,28,22,
1203,2011-02-02,05 - 20 - 25 - 28 - 35 - 39,"05, 20, 25, 28, 35, 39",5,20,25,28,35,39,16,
1202,2011-01-30,07 - 08 - 13 - 14 - 25 - 45,"07, 08, 13, 14, 25, 45",7,8,13,14,25,45,40,
1201,2011-01-26,02 - 04 - 16 - 28 - 29 - 34,"02, 04, 16, 28, 29, 34",2,4,16,28,29,34,38,
1200,2011-01-23,10 - 12 - 19 - 22 - 28 - 45,"10, 12, 19, 22, 28, 45",10,12,19,22,28,45,37,
1199,2011-01-19,09 - 16 - 23 - 31 - 33 - 36,"09, 16, 23, 31, 33, 36",9,16,23,31,33,36,38,
1198,2011-01-16,03 - 13 - 15 - 31 - 36 - 41,"03, 13, 15, 31, 36, 41",3,13,15,31,36,41,16,10 - 20
1197,2011-01-12,03 - 09 - 28 - 35 - 40 - 42,"03, 09, 28, 35, 40, 42",3,9,28,35,40,42,32,
1196,2011-01-09,02 - 05 - 14 - 15 - 38 - 42,"02, 05, 14, 15, 38, 42",2,5,14,15,38,42,35,
1195,2011-01-05,08 - 12 - 13 - 32 - 37 - 38,"08, 12, 13, 32, 37, 38",8,12,13,32,37,38,23,
1194,2011-01-02,02 - 03 - 06 - 13 - 15 - 29,"02, 03, 06, 13, 15, 29",2,3,6,13,15,29,33,
1193,2010-12-29,11 - 12 - 15 - 21 - 24 - 28,"11, 12, 15, 21, 24, 28",11,12,15,21,24,28,44,
1192,2010-12-26,17 - 18 - 25 - 28 - 30 - 32,"17, 18, 25, 28, 30, 32",17,18,25,28,30,32,13,
1191,2010-12-22,10 - 20 - 32 - 39 - 40 - 44,"10, 20, 32, 39, 40, 44",10,20,32,39,40,44,22,43 - 45
1190,2010-12-19,01 - 03 - 16 - 27 - 31 - 44,"01, 03, 16, 27, 31, 44",1,3,16,27,31,44,2,28 - 35 - 43
1189,2010-12-15,04 - 07 - 20 - 24 - 25 - 35,"04, 07, 20, 24, 25, 35",4,7,20,24,25,35,15,
1188,2010-12-12,04 - 19 - 20 - 23 - 36 - 42,"04, 19, 20, 23, 36, 42",4,19,20,23,36,42,7,
1187,2010-12-08,01 - 03 - 08 - 17 - 32 - 43,"01, 03, 08, 17, 32, 43",1,3,8,17,32,43,39,
1186,2010-12-05,03 - 08 - 12 - 14 - 33 - 37,"03, 08, 12, 14, 33, 37",3,8,12,14,33,37,43,
1185,2010-12-01,13 - 15 - 16 - 17 - 27 - 39,"13, 15, 16, 17, 27, 39",13,15,16,17,27,39,45,
1184,2010-11-28,01 - 09 - 13 - 23 - 27 - 43,"01, 09, 13, 23, 27, 43",1,9,13,23,27,43,26,06 - 11 - 24
1183,2010-11-24,02 - 05 - 09 - 35 - 38 - 41,"02, 05, 09, 35, 38, 41",2,5,9,35,38,41,10,
1182,2010-11-21,04 - 05 - 08 - 12 - 21 - 34,"04, 05, 08, 12, 21, 34",4,5,8,12,21,34,26,
1181,2010-11-17,05 - 07 - 26 - 35 - 40 - 44,"05, 07, 26, 35, 40, 44",5,7,26,35,40,44,38,
1180,2010-11-14,09 - 13 - 14 - 32 - 35 - 37,"09, 13, 14, 32, 35, 37",9,13,14,32,35,37,23,
1179,2010-11-10,02 - 05 - 08 - 14 - 25 - 37,"02, 05, 08, 14, 25, 37",2,5,8,14,25,37,29,
1178,2010-11-07,05 - 11 - 17 - 22 - 36 - 37,"05, 11, 17, 22, 36, 37",5,11,17,22,36,37,39,
1177,2010-11-03,01 - 09 - 24 - 32 - 37 - 41,"01, 09, 24, 32, 37, 41",1,9,24,32,37,41,14,
1176,2010-10-31,03 - 09 - 25 - 27 - 39 - 43,"03, 09, 25, 27, 39, 43",3,9,25,27,39,43,24,
1175,2010-10-27,08 - 22 - 23 - 30 - 44 - 45,"08, 22, 23, 30, 44, 45",8,22,23,30,44,45,43,
1174,2010-10-24,04 - 13 - 17 - 19 - 24 - 31,"04, 13, 17, 19, 24, 31",4,13,17,19,24,31,29,07 - 25 - 35
1173,2010-10-20,12 - 25 - 26 - 34 - 42 - 44,"12, 25, 26, 34, 42, 44",12,25,26,34,42,44,11,
1172,2010-10-17,03 - 04 - 20 - 31 - 38 - 40,"03, 04, 20, 31, 38, 40",3,4,20,31,38,40,7,08 - 15 - 19
1171,2010-10-13,13 - 18 - 19 - 23 - 26 - 27,"13, 18, 19, 23, 26, 27",13,18,19,23,26,27,17,
1170,2010-10-10,03 - 12 - 17 - 22 - 24 - 45,"03, 12, 17, 22, 24, 45",3,12,17,22,24,45,33,
1169,2010-10-06,11 - 18 - 19 - 31 - 38 - 44,"11, 18, 19, 31, 38, 44",11,18,19,31,38,44,20,
1168,2010-10-03,02 - 09 - 19 - 29 - 33 - 42,"02, 09, 19, 29, 33, 42",2,9,19,29,33,42,22,
1167,2010-09-29,11 - 20 - 22 - 24 - 30 - 31,"11, 20, 22, 24, 30, 31",11,20,22,24,30,31,28,07 - 14 - 17 - 38
1166,2010-09-26,05 - 22 - 27 - 28 - 39 - 41,"05, 22, 27, 28, 39, 41",5,22,27,28,39,41,12,08 - 35
1165,2010-09-22,07 - 08 - 11 - 26 - 27 - 44,"07, 08, 11, 26, 27, 44",7,8,11,26,27,44,13,04 - 09 - 33
1164,2010-09-19,06 - 08 - 18 - 22 - 28 - 30,"06, 08, 18, 22, 28, 30",6,8,18,22,28,30,16,24 - 33
1163,2010-09-15,02 - 06 - 10 - 12 - 14 - 39,"02, 06, 10, 12, 14, 39",2,6,10,12,14,39,42,
1162,2010-09-12,01 - 10 - 31 - 34 - 44 - 45,"01, 10, 31, 34, 44, 45",1,10,31,34,44,45,23,
1161,2010-09-08,02 - 12 - 16 - 24 - 35 - 39,"02, 12, 16, 24, 35, 39",2,12,16,24,35,39,32,
1160,2010-09-05,07 - 10 - 16 - 18 - 20 - 33,"07, 10, 16, 18, 20, 33",7,10,16,18,20,33,30,
1159,2010-09-01,02 - 07 - 10 - 18 - 19 - 44,"02, 07, 10, 18, 19, 44",2,7,10,18,19,44,21,
1158,2010-08-29,03 - 13 - 25 - 38 - 40 - 41,"03, 13, 25, 38, 40, 41",3,13,25,38,40,41,32,
1157,2010-08-25,01 - 22 - 26 - 28 - 29 - 36,"01, 22, 26, 28, 29, 36",1,22,26,28,29,36,9,
1156,2010-08-22,02 - 18 - 26 - 37 - 40 - 44,"02, 18, 26, 37, 40, 44",2,18,26,37,40,44,5,
1155,2010-08-18,12 - 24 - 25 - 28 - 31 - 37,"12, 24, 25, 28, 31, 37",12,24,25,28,31,37,15,
1154,2010-08-15,01 - 02 - 08 - 35 - 38 - 44,"01, 02, 08, 35, 38, 44",1,2,8,35,38,44,12,
1153,2010-08-11,01 - 09 - 10 - 14 - 23 - 25,"01, 09, 10, 14, 23, 25",1,9,10,14,23,25,16,
1152,2010-08-08,11 - 16 - 17 - 18 - 20 - 22,"11, 16, 17, 18, 20, 22",11,16,17,18,20,22,39,
1151,2010-08-04,02 - 09 - 22 - 30 - 36 - 38,"02, 09, 22, 30, 36, 38",2,9,22,30,36,38,44,
1150,2010-08-01,06 - 07 - 09 - 10 - 16 - 39,"06, 07, 09, 10, 16, 39",6,7,9,10,16,39,37,
1149,2010-07-28,11 - 14 - 25 - 31 - 34 - 35,"11, 14, 25, 31, 34, 35",11,14,25,31,34,35,39,20
1148,2010-07-25,03 - 11 - 19 - 28 - 37 - 43,"03, 11, 19, 28, 37, 43",3,11,19,28,37,43,42,13
1147,2010-07-21,18 - 21 - 29 - 40 - 41 - 42,"18, 21, 29, 40, 41, 42",18,21,29,40,41,42,45,
1146,2010-07-18,07 - 20 - 21 - 26 - 42 - 44,"07, 20, 21, 26, 42, 44",7,20,21,26,42,44,2,
1145,2010-07-14,03 - 05 - 21 - 24 - 31 - 42,"03, 05, 21, 24, 31, 42",3,5,21,24,31,42,19,
1144,2010-07-11,06 - 07 - 23 - 28 - 32 - 36,"06, 07, 23, 28, 32, 36",6,7,23,28,32,36,40,
1143,2010-07-07,09 - 12 - 22 - 29 - 36 - 38,"09, 12, 22, 29, 36, 38",9,12,22,29,36,38,1,
1142,2010-07-04,03 - 31 - 34 - 38 - 43 - 44,"03, 31, 34, 38, 43, 44",3,31,34,38,43,44,12,
1141,2010-06-30,05 - 06 - 25 - 31 - 33 - 37,"05, 06, 25, 31, 33, 37",5,6,25,31,33,37,40,
1140,2010-06-27,05 - 08 - 09 - 10 - 13 - 35,"05, 08, 09, 10, 13, 35",5,8,9,10,13,35,25,
1139,2010-06-23,11 - 12 - 19 - 20 - 30 - 33,"11, 12, 19, 20, 30, 33",11,12,19,20,30,33,27,
1138,2010-06-20,05 - 14 - 15 - 30 - 44 - 45,"05, 14, 15, 30, 44, 45",5,14,15,30,44,45,1,
1137,2010-06-16,07 - 15 - 20 - 33 - 42 - 44,"07, 15, 20, 33, 42, 44",7,15,20,33,42,44,43,
1136,2010-06-13,05 - 23 - 26 - 29 - 37 - 40,"05, 23, 26, 29, 37, 40",5,23,26,29,37,40,7,
1135,2010-06-09,06 - 25 - 30 - 32 - 36 - 40,"06, 25, 30, 32, 36, 40",6,25,30,32,36,40,1,
1134,2010-06-06,05 - 16 - 20 - 21 - 27 - 45,"05, 16, 20, 21, 27, 45",5,16,20,21,27,45,7,
1133,2010-06-02,01 - 10 - 16 - 18 - 23 - 26,"01, 10, 16, 18, 23, 26",1,10,16,18,23,26,32,
1132,2010-05-30,03 - 04 - 28 - 30 - 33 - 36,"03, 04, 28, 30, 33, 36",3,4,28,30,33,36,37,
1131,2010-05-26,06 - 07 - 09 - 13 - 28 - 41,"06, 07, 09, 13, 28, 41",6,7,9,13,28,41,30,
1130,2010-05-23,02 - 24 - 27 - 35 - 37 - 45,"02, 24, 27, 35, 37, 45",2,24,27,35,37,45,5,
1129,2010-05-19,04 - 12 - 14 - 18 - 19 - 34,"04, 12, 14, 18, 19, 34",4,12,14,18,19,34,38,
1128,2010-05-16,04 - 07 - 34 - 35 - 40 - 42,"04, 07, 34, 35, 40, 42",4,7,34,35,40,42,21,
1127,2010-05-12,12 - 13 - 27 - 29 - 31 - 39,"12, 13, 27, 29, 31, 39",12,13,27,29,31,39,6,
1126,2010-05-09,02 - 04 - 10 - 28 - 31 - 33,"02, 04, 10, 28, 31, 33",2,4,10,28,31,33,42,09
1125,2010-05-05,02 - 03 - 13 - 21 - 25 - 39,"02, 03, 13, 21, 25, 39",2,3,13,21,25,39,16,
1124,2010-05-02,04 - 09 - 17 - 20 - 27 - 31,"04, 09, 17, 20, 27, 31",4,9,17,20,27,31,18,
1123,2010-04-28,01 - 09 - 10 - 13 - 17 - 28,"01, 09, 10, 13, 17, 28",1,9,10,13,17,28,43,
1122,2010-04-25,07 - 11 - 18 - 22 - 24 - 32,"07, 11, 18, 22, 24, 32",7,11,18,22,24,32,17,
1121,2010-04-21,07 - 08 - 22 - 28 - 37 - 41,"07, 08, 22, 28, 37, 41",7,8,22,28,37,41,15,
1120,2010-04-18,05 - 11 - 14 - 18 - 22 - 39,"05, 11, 14, 18, 22, 39",5,11,14,18,22,39,37,
1119,2010-04-14,05 - 20 - 26 - 33 - 37 - 45,"05, 20, 26, 33, 37, 45",5,20,26,33,37,45,17,
1118,2010-04-11,14 - 16 - 20 - 24 - 33 - 38,"14, 16, 20, 24, 33, 38",14,16,20,24,33,38,2,
1117,2010-04-07,05 - 13 - 17 - 28 - 42 - 44,"05, 13, 17, 28, 42, 44",5,13,17,28,42,44,36,
1116,2010-04-04,11 - 13 - 15 - 18 - 22 - 45,"11, 13, 15, 18, 22, 45",11,13,15,18,22,45,43,
1115,2010-03-31,06 - 18 - 19 - 25 - 26 - 33,"06, 18, 19, 25, 26, 33",6,18,19,25,26,33,31,
1114,2010-03-28,03 - 04 - 16 - 22 - 23 - 29,"03, 04, 16, 22, 23, 29",3,4,16,22,23,29,42,
1113,2010-03-24,06 - 12 - 22 - 33 - 42 - 43,"06, 12, 22, 33, 42, 43",6,12,22,33,42,43,2,
1112,2010-03-21,19 - 20 - 23 - 26 - 28 - 44,"19, 20, 23, 26, 28, 44",19,20,23,26,28,44,13,
1111,2010-03-17,03 - 09 - 12 - 19 - 20 - 26,"03, 09, 12, 19, 20, 26",3,9,12,19,20,26,22,
1110,2010-03-14,12 - 13 - 29 - 32 - 33 - 40,"12, 13, 29, 32, 33, 40",12,13,29,32,33,40,24,
1109,2010-03-10,03 - 10 - 19 - 21 - 28 - 38,"03, 10, 19, 21, 28, 38",3,10,19,21,28,38,27,
1108,2010-03-07,04 - 10 - 13 - 15 - 19 - 43,"04, 10, 13, 15, 19, 43",4,10,13,15,19,43,3,
1107,2010-03-03,03 - 05 - 12 - 17 - 18 - 37,"03, 05, 12, 17, 18, 37",3,5,12,17,18,37,40,
1106,2010-02-28,14 - 18 - 25 - 26 - 33 - 37,"14, 18, 25, 26, 33, 37",14,18,25,26,33,37,29,
1105,2010-02-24,04 - 05 - 09 - 30 - 31 - 32,"04, 05, 09, 30, 31, 32",4,5,9,30,31,32,6,
1104,2010-02-21,08 - 10 - 15 - 17 - 22 - 39,"08, 10, 15, 17, 22, 39",8,10,15,17,22,39,3,
1103,2010-02-17,10 - 22 - 23 - 26 - 30 - 34,"10, 22, 23, 26, 30, 34",10,22,23,26,30,34,1,
1102,2010-02-14,01 - 02 - 10 - 30 - 33 - 40,"01, 02, 10, 30, 33, 40",1,2,10,30,33,40,4,19 - 28 - 39
1101,2010-02-10,13 - 17 - 18 - 30 - 35 - 40,"13, 17, 18, 30, 35, 40",13,17,18,30,35,40,38,
1100,2010-02-07,03 - 26 - 34 - 42 - 43 - 44,"03, 26, 34, 42, 43, 44",3,26,34,42,43,44,20,
1099,2010-02-03,07 - 11 - 19 - 22 - 24 - 45,"07, 11, 19, 22, 24, 45",7,11,19,22,24,45,9,
1098,2010-01-31,02 - 09 - 32 - 36 - 42 - 45,"02, 09, 32, 36, 42, 45",2,9,32,36,42,45,37,
1097,2010-01-27,05 - 07 - 09 - 14 - 18 - 26,"05, 07, 09, 14, 18, 26",5,7,9,14,18,26,25,
1096,2010-01-24,02 - 16 - 17 - 26 - 36 - 45,"02, 16, 17, 26, 36, 45",2,16,17,26,36,45,15,
