date,tnk_numb,yapa,sio_si,b_one,b_two,b_three,b_four,b_five,b_six,tnk_0-9
2024-06-19,37 - 31 - 21 - 15 - 09 - 27,6,32 - 48,37,31,21,15,9,27,"09, 15, 21, 27, 31, 37"
2024-06-16,08 - 46 - 19 - 02 - 23 - 21,28,42 - 27,8,46,19,2,23,21,"02, 08, 19, 21, 23, 46"
2024-06-12,03 - 11 - 48 - 08 - 32 - 16,9,23,3,11,48,8,32,16,"03, 08, 11, 16, 32, 48"
2024-06-09,39 - 20 - 29 - 03 - 07 - 11,27,21 - 08,39,20,29,3,7,11,"03, 07, 11, 20, 29, 39"
2024-06-05,21 - 24 - 09 - 14 - 22 - 33,8,48 - 07,21,24,9,14,22,33,"09, 14, 21, 22, 24, 33"
2024-06-02,26 - 12 - 02 - 08 - 13 - 37,36,03 - 31 - 34,26,12,2,8,13,37,"02, 08, 12, 13, 26, 37"
2024-05-29,04 - 34 - 16 - 10 - 20 - 29,21,28 - 24 - 30,4,34,16,10,20,29,"04, 10, 16, 20, 29, 34"
2024-05-26,25 - 39 - 29 - 20 - 18 - 27,34,48 - 24,25,39,29,20,18,27,"18, 20, 25, 27, 29, 39"
2024-05-22,21 - 31 - 47 - 15 - 39 - 33,1,28 - 43,21,31,47,15,39,33,"15, 21, 31, 33, 39, 47"
2024-05-19,13 - 18 - 44 - 15 - 21 - 38,43,28 - 27 - 06 - 11,13,18,44,15,21,38,"13, 15, 18, 21, 38, 44"
2024-05-15,26 - 45 - 41 - 10 - 21 - 07,30,,26,45,41,10,21,7,"07, 10, 21, 26, 41, 45"
2024-05-12,10 - 46 - 25 - 37 - 20 - 43,29,,10,46,25,37,20,43,"10, 20, 25, 37, 43, 46"
2024-05-08,04 - 45 - 01 - 47 - 27 - 20,46,44,4,45,1,47,27,20,"01, 04, 20, 27, 45, 47"
2024-05-05,45 - 36 - 09 - 25 - 38 - 05,37,01 - 20 - 10,45,36,9,25,38,5,"05, 09, 25, 36, 38, 45"
2024-05-01,25 - 30 - 15 - 26 - 19 - 44,21,42 - 02,25,30,15,26,19,44,"15, 19, 25, 26, 30, 44"
2024-04-28,25 - 36 - 41 - 43 - 06 - 22,20,,25,36,41,43,6,22,"06, 22, 25, 36, 41, 43"
2024-04-24,43 - 05 - 24 - 37 - 26 - 04,46,23 - 15,43,5,24,37,26,4,"04, 05, 24, 26, 37, 43"
2024-04-21,29 - 02 - 16 - 36 - 34 - 15,39,13 - 38,29,2,16,36,34,15,"02, 15, 16, 29, 34, 36"
2024-04-17,47 - 40 - 26 - 21 - 06 - 27,34,35 - 11,47,40,26,21,6,27,"06, 21, 26, 27, 40, 47"
2024-04-14,05 - 17 - 07 - 47 - 41 - 19,4,33 - 03,5,17,7,47,41,19,"05, 07, 17, 19, 41, 47"
2024-04-10,37 - 35 - 34 - 33 - 47 - 40,18,08 - 43 - 05 - 12,37,35,34,33,47,40,"33, 34, 35, 37, 40, 47"
2024-04-07,35 - 20 - 25 - 05 - 22 - 10,33,17 - 13,35,20,25,5,22,10,"05, 10, 20, 22, 25, 35"
2024-04-03,02 - 07 - 38 - 18 - 31 - 26,17,41 - 03,2,7,38,18,31,26,"02, 07, 18, 26, 31, 38"
2024-03-31,17 - 29 - 43 - 27 - 04 - 14,6,25,17,29,43,27,4,14,"04, 14, 17, 27, 29, 43"
2024-03-27,30 - 23 - 16 - 06 - 19 - 11,43,18,30,23,16,6,19,11,"06, 11, 16, 19, 23, 30"
2024-03-24,32 - 21 - 09 - 48 - 25 - 28,39,22,32,21,9,48,25,28,"09, 21, 25, 28, 32, 48"
2024-03-20,22 - 08 - 31 - 11 - 10 - 21,6,16 - 43,22,8,31,11,10,21,"08, 10, 11, 21, 22, 31"
2024-03-17,17 - 19 - 13 - 41 - 34 - 24,26,18 - 22,17,19,13,41,34,24,"13, 17, 19, 24, 34, 41"
2024-03-13,18 - 46 - 34 - 16 - 43 - 48,7,17 - 30 - 13 - 41,18,46,34,16,43,48,"16, 18, 34, 43, 46, 48"
2024-03-10,35 - 34 - 18 - 32 - 12 - 30,24,07 - 04 - 19,35,34,18,32,12,30,"12, 18, 30, 32, 34, 35"
2024-03-06,30 - 22 - 04 - 07 - 39 - 37,38,43 - 02 - 18,30,22,4,7,39,37,"04, 07, 22, 30, 37, 39"
2024-03-03,25 - 31 - 06 - 27 - 33 - 48,46,39 - 44 - 21,25,31,6,27,33,48,"06, 25, 27, 31, 33, 48"
2024-02-28,42 - 13 - 30 - 27 - 45 - 14,8,15 - 03,42,13,30,27,45,14,"13, 14, 27, 30, 42, 45"
2024-02-25,45 - 40 - 31 - 35 - 14 - 05,33,43 - 23,45,40,31,35,14,5,"05, 14, 31, 35, 40, 45"
2024-02-21,14 - 35 - 30 - 39 - 08 - 02,5,13 - 38 - 45,14,35,30,39,8,2,"02, 08, 14, 30, 35, 39"
2024-02-18,42 - 24 - 31 - 12 - 35 - 23,28,37 - 14 - 33 - 07,42,24,31,12,35,23,"12, 23, 24, 31, 35, 42"
2024-02-14,42 - 03 - 18 - 07 - 29 - 39,30,28 - 31,42,3,18,7,29,39,"03, 07, 18, 29, 39, 42"
2024-02-11,19 - 41 - 01 - 31 - 27 - 12,44,35 - 05,19,41,1,31,27,12,"01, 12, 19, 27, 31, 41"
2024-02-07,08 - 30 - 16 - 12 - 48 - 27,40,10 - 17 - 18,8,30,16,12,48,27,"08, 12, 16, 27, 30, 48"
2024-02-04,34 - 45 - 42 - 41 - 18 - 38,47,35 - 08 - 17 - 11 - 02,34,45,42,41,18,38,"18, 34, 38, 41, 42, 45"
2024-01-31,04 - 22 - 21 - 34 - 13 - 48,6,18 - 36 - 02,4,22,21,34,13,48,"04, 13, 21, 22, 34, 48"
2024-01-28,25 - 03 - 19 - 21 - 24 - 15,12,06,25,3,19,21,24,15,"03, 15, 19, 21, 24, 25"
2024-01-24,04 - 01 - 46 - 24 - 38 - 39,25,21,4,1,46,24,38,39,"01, 04, 24, 38, 39, 46"
2024-01-21,22 - 33 - 36 - 44 - 27 - 19,24,45,22,33,36,44,27,19,"19, 22, 27, 33, 36, 44"
2024-01-17,43 - 06 - 21 - 09 - 34 - 47,17,10 - 22 - 38,43,6,21,9,34,47,"06, 09, 21, 34, 43, 47"
2024-01-14,47 - 27 - 20 - 44 - 41 - 28,43,45 - 22 - 16 - 34,47,27,20,44,41,28,"20, 27, 28, 41, 44, 47"
2024-01-10,29 - 01 - 11 - 10 - 36 - 30,31,38 - 23 - 20 - 40,29,1,11,10,36,30,"01, 10, 11, 29, 30, 36"
2024-01-07,18 - 27 - 04 - 33 - 07 - 01,31,23 - 02 - 37,18,27,4,33,7,1,"01, 04, 07, 18, 27, 33"
2024-01-03,35 - 28 - 12 - 15 - 04 - 39,29,,35,28,12,15,4,39,"04, 12, 15, 28, 35, 39"
2023-12-31,35 - 28 - 15 - 23 - 27 - 09,14,45 - 32 - 40,35,28,15,23,27,9,"09, 15, 23, 27, 28, 35"
2023-12-27,45 - 09 - 19 - 26 - 47 - 25,44,41 - 27 - 46,45,9,19,26,47,25,"09, 19, 25, 26, 45, 47"
2023-12-24,36 - 08 - 42 - 25 - 35 - 29,28,02 - 26 - 16,36,8,42,25,35,29,"08, 25, 29, 35, 36, 42"
2023-12-20,44 - 07 - 09 - 27 - 21 - 11,47,03 - 17,44,7,9,27,21,11,"07, 09, 11, 21, 27, 44"
2023-12-17,05 - 22 - 11 - 17 - 38 - 10,14,07 - 41 - 16,5,22,11,17,38,10,"05, 10, 11, 17, 22, 38"
2023-12-13,10 - 42 - 37 - 02 - 32 - 01,25,16 - 46 - 04,10,42,37,2,32,1,"01, 02, 10, 32, 37, 42"
2023-12-10,06 - 40 - 32 - 17 - 47 - 24,18,07,6,40,32,17,47,24,"06, 17, 24, 32, 40, 47"
2023-12-06,12 - 14 - 02 - 15 - 27 - 18,39,26 - 47,12,14,2,15,27,18,"02, 12, 14, 15, 18, 27"
2023-12-03,22 - 08 - 03 - 01 - 27 - 19,34,16,22,8,3,1,27,19,"01, 03, 08, 19, 22, 27"
2023-11-29,17 - 03 - 11 - 18 - 39 - 12,24,32 - 47 - 19 - 42,17,3,11,18,39,12,"03, 11, 12, 17, 18, 39"
2023-11-26,33 - 08 - 40 - 24 - 45 - 41,10,35 - 32 - 27,33,8,40,24,45,41,"08, 24, 33, 40, 41, 45"
2023-11-22,48 - 09 - 29 - 43 - 22 - 23,30,44 - 46 - 17 - 42,48,9,29,43,22,23,"09, 22, 23, 29, 43, 48"
2023-11-19,08 - 23 - 21 - 31 - 19 - 20,16,28 - 33,8,23,21,31,19,20,"08, 19, 20, 21, 23, 31"
2023-11-15,10 - 08 - 15 - 29 - 12 - 19,23,33 - 41 - 18 - 16,10,8,15,29,12,19,"08, 10, 12, 15, 19, 29"
2023-11-12,27 - 43 - 17 - 26 - 46 - 32,6,19 - 44 - 01 - 37,27,43,17,26,46,32,"17, 26, 27, 32, 43, 46"
2023-11-08,35 - 02 - 11 - 41 - 19 - 08,7,03 - 14 - 36,35,2,11,41,19,8,"02, 08, 11, 19, 35, 41"
2023-11-05,34 - 32 - 19 - 03 - 25 - 14,2,10 - 23 - 16 - 36,34,32,19,3,25,14,"03, 14, 19, 25, 32, 34"
2023-11-01,35 - 23 - 21 - 46 - 11 - 28,25,03 - 32,35,23,21,46,11,28,"11, 21, 23, 28, 35, 46"
2023-10-29,10 - 06 - 11 - 19 - 39 - 36,23,45,10,6,11,19,39,36,"06, 10, 11, 19, 36, 39"
2023-10-25,38 - 17 - 22 - 26 - 21 - 36,7,27 - 29 - 11,38,17,22,26,21,36,"17, 21, 22, 26, 36, 38"
2023-10-22,06 - 38 - 31 - 47 - 13 - 10,21,11 - 37 - 26,6,38,31,47,13,10,"06, 10, 13, 31, 38, 47"
2023-10-18,45 - 44 - 11 - 35 - 40 - 27,20,,45,44,11,35,40,27,"11, 27, 35, 40, 44, 45"
2023-10-15,13 - 42 - 41 - 44 - 36 - 20,12,18 - 19 - 09,13,42,41,44,36,20,"13, 20, 36, 41, 42, 44"
2023-10-11,43 - 22 - 07 - 44 - 17 - 18,34,16 - 42,43,22,7,44,17,18,"07, 17, 18, 22, 43, 44"
2023-10-08,46 - 10 - 42 - 17 - 31 - 14,41,29 - 25,46,10,42,17,31,14,"10, 14, 17, 31, 42, 46"
2023-10-04,09 - 05 - 38 - 22 - 16 - 41,6,25 - 44,9,5,38,22,16,41,"05, 09, 16, 22, 38, 41"
2023-10-01,28 - 04 - 10 - 26 - 18 - 41,13,29 - 11,28,4,10,26,18,41,"04, 10, 18, 26, 28, 41"
2023-09-27,06 - 23 - 45 - 47 - 19 - 44,26,07 - 05 - 02,6,23,45,47,19,44,"06, 19, 23, 44, 45, 47"
2023-09-24,42 - 38 - 04 - 06 - 14 - 31,27,16 - 30,42,38,4,6,14,31,"04, 06, 14, 31, 38, 42"
2023-09-20,27 - 24 - 42 - 34 - 19 - 47,33,01 - 11 - 35,27,24,42,34,19,47,"19, 24, 27, 34, 42, 47"
2023-09-17,36 - 05 - 47 - 46 - 07 - 08,14,02 - 01 - 18,36,5,47,46,7,8,"05, 07, 08, 36, 46, 47"
2023-09-13,42 - 28 - 41 - 48 - 24 - 19,11,32 - 10,42,28,41,48,24,19,"19, 24, 28, 41, 42, 48"
2023-09-10,34 - 41 - 47 - 07 - 20 - 03,16,22,34,41,47,7,20,3,"03, 07, 20, 34, 41, 47"
2023-09-06,28 - 29 - 46 - 27 - 48 - 06,8,47 - 14,28,29,46,27,48,6,"06, 27, 28, 29, 46, 48"
2023-09-03,09 - 24 - 38 - 33 - 29 - 46,26,34 - 15 - 42,9,24,38,33,29,46,"09, 24, 29, 33, 38, 46"
2023-08-30,01 - 33 - 28 - 25 - 12 - 44,15,07 - 10,1,33,28,25,12,44,"01, 12, 25, 28, 33, 44"
2023-08-27,20 - 22 - 38 - 28 - 16 - 14,36,34 - 43 - 08,20,22,38,28,16,14,"14, 16, 20, 22, 28, 38"
2023-08-23,32 - 43 - 38 - 25 - 24 - 11,20,34 - 06,32,43,38,25,24,11,"11, 24, 25, 32, 38, 43"
2023-08-20,43 - 25 - 27 - 34 - 06 - 07,31,09 - 35,43,25,27,34,6,7,"06, 07, 25, 27, 34, 43"
2023-08-16,37 - 19 - 13 - 26 - 45 - 02,32,25 - 33 - 38,37,19,13,26,45,2,"02, 13, 19, 26, 37, 45"
2023-08-13,42 - 19 - 25 - 38 - 12 - 37,35,01 - 27,42,19,25,38,12,37,"12, 19, 25, 37, 38, 42"
2023-08-09,32 - 42 - 23 - 02 - 24 - 27,25,45 - 34 - 09,32,42,23,2,24,27,"02, 23, 24, 27, 32, 42"
2023-08-06,47 - 25 - 39 - 35 - 27 - 06,9,34 - 30 - 26,47,25,39,35,27,6,"06, 25, 27, 35, 39, 47"
2023-08-02,42 - 38 - 05 - 33 - 16 - 12,4,32 - 11 - 29 - 08,42,38,5,33,16,12,"05, 12, 16, 33, 38, 42"
2023-07-30,40 - 27 - 18 - 44 - 21 - 39,30,13 - 48,40,27,18,44,21,39,"18, 21, 27, 39, 40, 44"
2023-07-26,13 - 17 - 26 - 24 - 15 - 39,22,07 - 29,13,17,26,24,15,39,"13, 15, 17, 24, 26, 39"
2023-07-23,15 - 38 - 31 - 09 - 26 - 43,34,30 - 33,15,38,31,9,26,43,"09, 15, 26, 31, 38, 43"
2023-07-19,06 - 38 - 35 - 23 - 09 - 31,10,16 - 04 - 47,6,38,35,23,9,31,"06, 09, 23, 31, 35, 38"
2023-07-16,32 - 48 - 24 - 44 - 33 - 25,2,17 - 10,32,48,24,44,33,25,"24, 25, 32, 33, 44, 48"
2023-07-12,01 - 13 - 20 - 42 - 27 - 23,41,24 - 10,1,13,20,42,27,23,"01, 13, 20, 23, 27, 42"
2023-07-09,26 - 38 - 29 - 21 - 06 - 11,45,15 - 44 - 05,26,38,29,21,6,11,"06, 11, 21, 26, 29, 38"
2023-07-05,34 - 28 - 11 - 01 - 24 - 05,30,42 - 39 - 44 - 09 - 32,34,28,11,1,24,5,"01, 05, 11, 24, 28, 34"
2023-07-02,12 - 43 - 20 - 10 - 13 - 22,31,07 - 19,12,43,20,10,13,22,"10, 12, 13, 20, 22, 43"
2023-06-28,35 - 43 - 34 - 14 - 07 - 38,20,21 - 40,35,43,34,14,7,38,"07, 14, 34, 35, 38, 43"
2023-06-25,19 - 26 - 23 - 25 - 02 - 11,3,37 - 14,19,26,23,25,2,11,"02, 11, 19, 23, 25, 26"
2023-06-21,26 - 01 - 38 - 13 - 42 - 30,43,,26,1,38,13,42,30,"01, 13, 26, 30, 38, 42"
2023-06-18,29 - 13 - 27 - 21 - 25 - 11,40,39,29,13,27,21,25,11,"11, 13, 21, 25, 27, 29"
2023-06-14,27 - 02 - 22 - 09 - 18 - 41,14,29 - 13 - 26,27,2,22,9,18,41,"02, 09, 18, 22, 27, 41"
2023-06-11,02 - 26 - 20 - 35 - 08 - 12,42,01 - 28,2,26,20,35,8,12,"02, 08, 12, 20, 26, 35"
2023-06-07,22 - 27 - 26 - 42 - 30 - 38,40,34 - 13 - 37,22,27,26,42,30,38,"22, 26, 27, 30, 38, 42"
2023-06-04,42 - 38 - 17 - 36 - 45 - 43,4,29 - 06,42,38,17,36,45,43,"17, 36, 38, 42, 43, 45"
2023-05-31,09 - 16 - 43 - 40 - 41 - 11,27,02 - 17,9,16,43,40,41,11,"09, 11, 16, 40, 41, 43"
2023-05-28,01 - 05 - 21 - 38 - 10 - 36,31,28 - 39 - 27,1,5,21,38,10,36,"01, 05, 10, 21, 36, 38"
2023-05-24,45 - 42 - 35 - 19 - 02 - 31,9,29 - 26,45,42,35,19,2,31,"02, 19, 31, 35, 42, 45"
2023-05-21,05 - 12 - 35 - 29 - 45 - 18,31,11 - 06 - 23,5,12,35,29,45,18,"05, 12, 18, 29, 35, 45"
2023-05-17,43 - 38 - 15 - 21 - 33 - 28,8,40 - 13,43,38,15,21,33,28,"15, 21, 28, 33, 38, 43"
2023-05-14,16 - 02 - 12 - 42 - 01 - 24,22,18,16,2,12,42,1,24,"01, 02, 12, 16, 24, 42"
2023-05-10,16 - 34 - 09 - 15 - 20 - 22,30,39 - 03,16,34,9,15,20,22,"09, 15, 16, 20, 22, 34"
2023-05-07,05 - 22 - 04 - 01 - 09 - 23,34,35 - 44,5,22,4,1,9,23,"01, 04, 05, 09, 22, 23"
2023-05-03,31 - 40 - 27 - 12 - 44 - 20,16,29 - 26,31,40,27,12,44,20,"12, 20, 27, 31, 40, 44"
2023-04-30,08 - 13 - 43 - 40 - 27 - 12,33,09,8,13,43,40,27,12,"08, 12, 13, 27, 40, 43"
2023-04-26,41 - 15 - 13 - 45 - 26 - 10,16,33 - 22 - 03,41,15,13,45,26,10,"10, 13, 15, 26, 41, 45"
2023-04-23,16 - 25 - 26 - 12 - 30 - 42,7,32 - 27 - 20,16,25,26,12,30,42,"12, 16, 25, 26, 30, 42"
2023-04-19,39 - 32 - 42 - 01 - 19 - 18,17,05 - 45 - 14,39,32,42,1,19,18,"01, 18, 19, 32, 39, 42"
2023-04-16,15 - 13 - 40 - 04 - 46 - 20,23,02 - 29 - 05,15,13,40,4,46,20,"04, 13, 15, 20, 40, 46"
2023-04-12,22 - 25 - 38 - 08 - 33 - 06,12,20,22,25,38,8,33,6,"06, 08, 22, 25, 33, 38"
2023-04-09,02 - 19 - 21 - 25 - 18 - 08,35,28 - 34,2,19,21,25,18,8,"02, 08, 18, 19, 21, 25"
2023-04-05,31 - 27 - 40 - 44 - 21 - 26,12,25 - 29,31,27,40,44,21,26,"21, 26, 27, 31, 40, 44"
2023-04-02,14 - 28 - 31 - 02 - 24 - 34,44,36 - 39,14,28,31,2,24,34,"02, 14, 24, 28, 31, 34"
2023-03-29,14 - 04 - 08 - 23 - 03 - 18,42,45 - 26,14,4,8,23,3,18,"03, 04, 08, 14, 18, 23"
2023-03-26,31 - 32 - 14 - 03 - 46 - 35,16,06,31,32,14,3,46,35,"03, 14, 31, 32, 35, 46"
2023-03-22,27 - 31 - 01 - 16 - 29 - 40,35,34 - 10 - 21,27,31,1,16,29,40,"01, 16, 27, 29, 31, 40"
2023-03-19,20 - 25 - 22 - 35 - 23 - 28,42,27 - 01 - 03,20,25,22,35,23,28,"20, 22, 23, 25, 28, 35"
2023-03-15,07 - 33 - 05 - 14 - 32 - 29,4,31 - 03 - 06,7,33,5,14,32,29,"05, 07, 14, 29, 32, 33"
2023-03-12,32 - 40 - 29 - 31 - 46 - 04,13,41 - 33,32,40,29,31,46,4,"04, 29, 31, 32, 40, 46"
2023-03-08,17 - 08 - 26 - 10 - 43 - 06,5,18 - 31 - 36,17,8,26,10,43,6,"06, 08, 10, 17, 26, 43"
2023-03-05,15 - 08 - 43 - 20 - 13 - 04,36,11 - 01,15,8,43,20,13,4,"04, 08, 13, 15, 20, 43"
2023-03-01,27 - 38 - 33 - 07 - 14 - 31,3,16 - 18,27,38,33,7,14,31,"07, 14, 27, 31, 33, 38"
2023-02-26,16 - 02 - 46 - 43 - 28 - 05,38,22 - 21,16,2,46,43,28,5,"02, 05, 16, 28, 43, 46"
2023-02-22,24 - 29 - 19 - 04 - 03 - 43,11,08 - 20,24,29,19,4,3,43,"03, 04, 19, 24, 29, 43"
2023-02-19,19 - 34 - 36 - 44 - 22 - 06,39,41 - 07,19,34,36,44,22,6,"06, 19, 22, 34, 36, 44"
2023-02-15,34 - 44 - 31 - 38 - 45 - 28,18,42 - 13 - 11 - 23,34,44,31,38,45,28,"28, 31, 34, 38, 44, 45"
2023-02-12,45 - 25 - 35 - 42 - 03 - 36,27,26 - 37 - 41 - 40,45,25,35,42,3,36,"03, 25, 35, 36, 42, 45"
2023-02-08,09 - 31 - 14 - 16 - 45 - 27,30,38,9,31,14,16,45,27,"09, 14, 16, 27, 31, 45"
2023-02-05,30 - 23 - 37 - 26 - 22 - 39,21,29 - 27,30,23,37,26,22,39,"22, 23, 26, 30, 37, 39"
2023-02-01,28 - 17 - 24 - 03 - 02 - 13,31,18 - 06,28,17,24,3,2,13,"02, 03, 13, 17, 24, 28"
2023-01-29,45 - 05 - 12 - 11 - 28 - 46,41,40 - 27 - 10,45,5,12,11,28,46,"05, 11, 12, 28, 45, 46"
2023-01-25,08 - 17 - 38 - 29 - 24 - 11,31,26 - 03 - 10,8,17,38,29,24,11,"08, 11, 17, 24, 29, 38"
2023-01-22,39 - 25 - 32 - 21 - 24 - 08,42,37 - 41,39,25,32,21,24,8,"08, 21, 24, 25, 32, 39"
2023-01-18,18 - 11 - 27 - 10 - 46 - 02,44,17 - 38 - 33 - 09,18,11,27,10,46,2,"02, 10, 11, 18, 27, 46"
2023-01-15,17 - 04 - 39 - 13 - 14 - 22,15,,17,4,39,13,14,22,"04, 13, 14, 17, 22, 39"
2023-01-11,43 - 34 - 28 - 38 - 25 - 15,6,09 - 44 - 30 - 01,43,34,28,38,25,15,"15, 25, 28, 34, 38, 43"
2023-01-08,04 - 44 - 22 - 10 - 03 - 42,38,33 - 46 - 17,4,44,22,10,3,42,"03, 04, 10, 22, 42, 44"
2023-01-04,45 - 04 - 38 - 01 - 14 - 17,7,34 - 42,45,4,38,1,14,17,"01, 04, 14, 17, 38, 45"
2023-01-01,32 - 41 - 08 - 24 - 04 - 21,25,11 - 28,32,41,8,24,4,21,"04, 08, 21, 24, 32, 41"
2022-12-28,40 - 25 - 14 - 09 - 21 - 38,36,17 - 37 - 07,40,25,14,9,21,38,"09, 14, 21, 25, 38, 40"
2022-12-25,34 - 25 - 16 - 02 - 15 - 11,10,35 - 24 - 28,34,25,16,2,15,11,"02, 11, 15, 16, 25, 34"
2022-12-21,05 - 18 - 25 - 12 - 06 - 33,14,27,5,18,25,12,6,33,"05, 06, 12, 18, 25, 33"
2022-12-18,06 - 12 - 38 - 07 - 44 - 15,20,25 - 43,6,12,38,7,44,15,"06, 07, 12, 15, 38, 44"
2022-12-14,15 - 23 - 07 - 20 - 33 - 06,45,28 - 26 - 43,15,23,7,20,33,6,"06, 07, 15, 20, 23, 33"
2022-12-11,14 - 11 - 34 - 19 - 35 - 06,2,04 - 42 - 38,14,11,34,19,35,6,"06, 11, 14, 19, 34, 35"
2022-12-07,11 - 08 - 42 - 44 - 37 - 13,18,39 - 46 - 45 - 06,11,8,42,44,37,13,"08, 11, 13, 37, 42, 44"
2022-12-04,14 - 05 - 40 - 33 - 24 - 27,39,43 - 09 - 44,14,5,40,33,24,27,"05, 14, 24, 27, 33, 40"
2022-11-30,33 - 41 - 09 - 01 - 05 - 17,35,02 - 13 - 36,33,41,9,1,5,17,"01, 05, 09, 17, 33, 41"
2022-11-27,37 - 36 - 20 - 01 - 11 - 38,35,16 - 39 - 27,37,36,20,1,11,38,"01, 11, 20, 36, 37, 38"
2022-11-23,33 - 27 - 37 - 45 - 14 - 01,6,23 - 11 - 31,33,27,37,45,14,1,"01, 14, 27, 33, 37, 45"
2022-11-20,13 - 06 - 38 - 32 - 37 - 10,7,45 - 02 - 36,13,6,38,32,37,10,"06, 10, 13, 32, 37, 38"
2022-11-16,14 - 07 - 04 - 21 - 37 - 32,45,18 - 40 - 25,14,7,4,21,37,32,"04, 07, 14, 21, 32, 37"
2022-11-13,10 - 05 - 25 - 16 - 07 - 27,15,,10,5,25,16,7,27,"05, 07, 10, 16, 25, 27"
2022-11-09,06 - 16 - 39 - 11 - 07 - 44,43,26 - 35 - 12,6,16,39,11,7,44,"06, 07, 11, 16, 39, 44"
2022-11-06,20 - 05 - 22 - 13 - 34 - 28,36,24,20,5,22,13,34,28,"05, 13, 20, 22, 28, 34"
2022-11-02,25 - 29 - 13 - 16 - 03 - 21,45,41 - 24,25,29,13,16,3,21,"03, 13, 16, 21, 25, 29"
2022-10-30,44 - 22 - 10 - 30 - 14 - 35,32,19,44,22,10,30,14,35,"10, 14, 22, 30, 35, 44"
2022-10-26,04 - 09 - 07 - 12 - 02 - 27,45,41 - 03,4,9,7,12,2,27,"02, 04, 07, 09, 12, 27"
2022-10-23,25 - 32 - 40 - 37 - 29 - 44,14,07,25,32,40,37,29,44,"25, 29, 32, 37, 40, 44"
2022-10-19,11 - 08 - 37 - 31 - 43 - 03,36,32 - 12 - 40 - 38 - 23,11,8,37,31,43,3,"03, 08, 11, 31, 37, 43"
2022-10-16,12 - 20 - 30 - 02 - 24 - 25,32,22,12,20,30,2,24,25,"02, 12, 20, 24, 25, 30"
2022-10-12,34 - 16 - 30 - 13 - 03 - 01,14,43 - 20,34,16,30,13,3,1,"01, 03, 13, 16, 30, 34"
2022-10-09,39 - 10 - 07 - 01 - 35 - 40,21,38 - 30,39,10,7,1,35,40,"01, 07, 10, 35, 39, 40"
2022-10-05,19 - 35 - 38 - 43 - 33 - 40,15,30 - 39 - 08,19,35,38,43,33,40,"19, 33, 35, 38, 40, 43"
2022-10-02,37 - 24 - 09 - 44 - 32 - 28,10,34 - 17,37,24,9,44,32,28,"09, 24, 28, 32, 37, 44"
2022-09-28,38 - 14 - 30 - 36 - 31 - 29,40,04 - 44 - 22 - 27,38,14,30,36,31,29,"14, 29, 30, 31, 36, 38"
2022-09-25,09 - 13 - 44 - 36 - 01 - 17,28,20 - 22 - 05,9,13,44,36,1,17,"01, 09, 13, 17, 36, 44"
2022-09-21,44 - 38 - 25 - 21 - 33 - 08,27,32 - 13 - 41,44,38,25,21,33,8,"08, 21, 25, 33, 38, 44"
2022-09-18,28 - 36 - 31 - 30 - 32 - 44,4,42 - 15 - 38,28,36,31,30,32,44,"28, 30, 31, 32, 36, 44"
2022-09-14,44 - 06 - 25 - 04 - 24 - 18,37,23,44,6,25,4,24,18,"04, 06, 18, 24, 25, 44"
2022-09-11,41 - 44 - 06 - 35 - 17 - 12,43,32 - 22 - 27,41,44,6,35,17,12,"06, 12, 17, 35, 41, 44"
2022-09-07,38 - 07 - 21 - 32 - 02 - 01,28,34 - 06 - 11,38,7,21,32,2,1,"01, 02, 07, 21, 32, 38"
2022-09-04,28 - 23 - 42 - 03 - 37 - 31,21,38 - 45 - 43 - 05,28,23,42,3,37,31,"03, 23, 28, 31, 37, 42"
2022-08-31,15 - 36 - 06 - 24 - 09 - 37,40,16 - 45 - 38,15,36,6,24,9,37,"06, 09, 15, 24, 36, 37"
2022-08-28,30 - 19 - 16 - 34 - 26 - 41,23,11 - 43,30,19,16,34,26,41,"16, 19, 26, 30, 34, 41"
2022-08-24,38 - 36 - 28 - 13 - 33 - 26,39,32 - 42 - 22,38,36,28,13,33,26,"13, 26, 28, 33, 36, 38"
2022-08-21,12 - 35 - 05 - 32 - 27 - 17,40,34 - 26,12,35,5,32,27,17,"05, 12, 17, 27, 32, 35"
2022-08-17,34 - 25 - 22 - 04 - 35 - 09,18,23 - 24 - 13,34,25,22,4,35,9,"04, 09, 22, 25, 34, 35"
2022-08-14,40 - 06 - 25 - 29 - 17 - 21,34,,40,6,25,29,17,21,"06, 17, 21, 25, 29, 40"
2022-08-10,26 - 37 - 16 - 02 - 23 - 41,45,14 - 05,26,37,16,2,23,41,"02, 16, 23, 26, 37, 41"
2022-08-07,29 - 10 - 19 - 27 - 14 - 04,36,13,29,10,19,27,14,4,"04, 10, 14, 19, 27, 29"
2022-08-03,17 - 20 - 26 - 40 - 07 - 03,28,13 - 08,17,20,26,40,7,3,"03, 07, 17, 20, 26, 40"
2022-07-31,19 - 23 - 41 - 25 - 20 - 12,5,27,19,23,41,25,20,12,"12, 19, 20, 23, 25, 41"
2022-07-27,11 - 29 - 06 - 02 - 31 - 27,33,25 - 37,11,29,6,2,31,27,"02, 06, 11, 27, 29, 31"
2022-07-24,07 - 23 - 04 - 12 - 03 - 31,22,41,7,23,4,12,3,31,"03, 04, 07, 12, 23, 31"
